Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,
March,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
April,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
May,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
June,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
July,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
August,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
September,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
October,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
November,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
December,0.0001882295,0.02629584,0.05770249,0.001940259,0.02826497,0.1767695,0.202164,0.1413303,0.09215622,0.03318014,0.01893923,0.3791379,0.4382525,0.006648863,0.1341434,0.002545365,0.1733349,0,0,0,0,0,
1994,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
February,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
March,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
April,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
May,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
June,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
July,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
August,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
September,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
October,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
November,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
December,0.0001882295,0.03510695,0.08081331,0.001895403,0.02774079,0.1632961,0.1755532,0.1158435,0.05754307,0.0126322,0.01893923,0.3953485,0.4355033,0.01084804,0.1127268,0.002346333,0.1576365,0,0,0,0,0,
1995,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
February,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
March,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
April,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
May,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
June,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
July,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
August,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
September,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
October,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
November,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
December,0.0001882295,0.03994861,0.1034025,0.002173212,0.03223452,0.2107295,0.2650202,0.1977306,0.1067505,0.01459865,0.01893923,0.2263803,0.328009,0.00976695,0.1016585,0.02012837,0.248686,0,0,0,0,0,
1996,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
February,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
March,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
April,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
May,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
June,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
July,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
August,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
September,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
October,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
November,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
December,0.0001882295,0.03949698,0.07879242,0.001864101,0.02752895,0.1721247,0.2023159,0.1440447,0.07568175,0.01252079,0.01893923,0.4042769,0.3540276,0.02762281,0.1680804,0.005855177,0.2205091,0,0,0,0,0,
1997,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
February,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
March,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
April,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
May,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
June,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
July,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
August,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
September,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
October,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
November,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
December,0.0001882295,0.05271429,0.1038311,0.002574938,0.03780697,0.2174656,0.2167932,0.1348738,0.0653229,0.0173316,0.01893923,0.3988457,0.4262896,0.05969375,0.2300168,0.02097537,0.2272151,0,0,0,0,0,
1998,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
February,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
March,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
April,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
May,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
June,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
July,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
August,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
September,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
October,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
November,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
December,0.0001882295,0.05298124,0.1827416,0.003264684,0.04799607,0.2716722,0.260004,0.1552451,0.07278749,0.02220456,0.01893923,0.2023691,0.3602186,0.02838778,0.2933052,0.000604607,0.2206548,0,0,0,0,0,
1999,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
February,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
March,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
April,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
May,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
June,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
July,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
August,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
September,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
October,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
November,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
December,0.0001882295,0.06192694,0.2359768,0.002107632,0.03168291,0.1863802,0.191211,0.1208304,0.05675057,0.01559992,0.01893923,0.3115952,0.268096,0.03244264,0.3868135,0.001387948,0.2346732,0,0,0,0,0,
2000,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
February,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
March,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
April,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
May,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
June,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
July,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
August,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
September,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
October,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
November,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
December,0.0001882295,0.08235468,0.1984857,0.001160163,0.0177736,0.1235136,0.1708928,0.1326461,0.07012838,0.008918097,0.01893923,0.1740721,0.3215143,0.004042512,0.4673418,0.003593457,0.2030004,0,0,0,0,0,
2001,0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0,
February,0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0,
March,0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0,
April,0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0,
May,0.0001882295,0.0772429,0.2121276,0.00184743,0.02759498,0.1691309,0.1854839,0.1261075,0.06475739,0.01295057,0.01893923,0.2969859,0.378698,0.006022104,0.3196989,0.002718311,0.245634,0,0,0,0,0,
